pixel,value
3.122200000000000000e+04,-1.055255371093750000e+04
3.122300000000000000e+04,-3.954981929403327866e+22
3.122400000000000000e+04,7.641793607274368835e-17
3.122500000000000000e+04,-8.558512544153600000e+13
3.122600000000000000e+04,1.581752497754682739e+31
3.122700000000000000e+04,-1.245662928220462120e+34
3.122800000000000000e+04,-1.449041749255895961e-20
3.122900000000000000e+04,2.863574600000000000e+07
3.123000000000000000e+04,3.152109894698583226e-23
3.123100000000000000e+04,3.363397017600000000e+10
3.123200000000000000e+04,-4.251307888284270592e+18
3.123300000000000000e+04,-2.654143444227855309e+30
3.123400000000000000e+04,-2.993211150169372559e-02
3.123500000000000000e+04,1.841852620729430835e+21
3.123600000000000000e+04,1.552077435462706489e-07
3.123700000000000000e+04,1.791515049856737805e-16
3.123800000000000000e+04,-1.404767830016000000e+13
3.123900000000000000e+04,-2.074215972591719748e-11
3.124000000000000000e+04,1.206136220347092687e-19
3.124100000000000000e+04,-2.914821079040000000e+12
3.124200000000000000e+04,-2.832705896198441417e+34
3.124300000000000000e+04,1.651677520306493468e-30
3.124400000000000000e+04,3.212610161874879328e-23
3.124500000000000000e+04,8.992394329165875888e-11
3.124600000000000000e+04,4.542098996823251888e+27
3.124700000000000000e+04,-6.961287999194753985e-17
3.124800000000000000e+04,-2.220425469288985395e+19
3.124900000000000000e+04,-1.316087656250000000e+05
3.125000000000000000e+04,4.554258437500000000e+05
3.125100000000000000e+04,-8.140693498778018482e-25
3.125200000000000000e+04,3.844307716344381440e+17
3.125300000000000000e+04,1.135024149320762454e-19
3.125400000000000000e+04,5.444391423404087087e-32
3.125500000000000000e+04,1.791349750000000000e+06
3.125600000000000000e+04,9.560407823863296605e+31
3.125700000000000000e+04,-9.461398552680549886e-18
3.125800000000000000e+04,-4.447443482443003329e-23
3.125900000000000000e+04,-8.103158272000000000e+09
3.126000000000000000e+04,5.230738437500000000e+05
3.126100000000000000e+04,4.604796544072087272e-09
3.126200000000000000e+04,4.515720704000000000e+09
3.126300000000000000e+04,2.791734567366468403e-23
3.126400000000000000e+04,-6.518246379356160000e+14
3.126500000000000000e+04,-3.325182097382965248e+18
3.126600000000000000e+04,-3.000897417998394305e+25
3.126700000000000000e+04,2.657348355398565888e+18
3.126800000000000000e+04,-5.275162965880387477e-24
3.126900000000000000e+04,-1.447577544527179460e+32
3.127000000000000000e+04,-1.590104329807218164e-05
3.127100000000000000e+04,-3.740087531128519216e-15
3.127200000000000000e+04,1.997712103590739721e-20
3.127300000000000000e+04,9.059696640000000000e+09
3.127400000000000000e+04,-9.781365964800000000e+10
3.127500000000000000e+04,-3.601124932105237431e-13
3.127600000000000000e+04,-1.613189019226990571e+36
3.127700000000000000e+04,-3.858452331274894628e+27
3.127800000000000000e+04,-3.964220840345600000e+13
3.127900000000000000e+04,5.066898925781250000e+03
3.128000000000000000e+04,-3.105695345787755867e-29
3.128100000000000000e+04,9.012874240000000000e+08
3.128200000000000000e+04,-1.170063107084047605e-23
3.128300000000000000e+04,6.500013562306921004e-33
3.128400000000000000e+04,6.269696872117554076e+34
3.128500000000000000e+04,-3.521868296364148036e-38
3.128600000000000000e+04,3.816804287076197256e+25
3.128700000000000000e+04,3.815152086628107904e+32
3.128800000000000000e+04,-2.341312555390928413e-17
3.128900000000000000e+04,9.052516527004485854e-29
3.129000000000000000e+04,2.119611390212753489e+38
3.129100000000000000e+04,-2.278365045404467200e+16
3.129200000000000000e+04,-7.081060092694698944e+29
3.129300000000000000e+04,2.997602166487922659e-14
3.129400000000000000e+04,-1.413910221542691303e-13
3.129500000000000000e+04,3.554504364728927612e-02
3.129600000000000000e+04,-3.125087031261003958e+34
3.129700000000000000e+04,-3.675184751994067678e+34
3.129800000000000000e+04,3.036719747190330665e-12
3.129900000000000000e+04,-8.090176460187522532e+33
3.130000000000000000e+04,-6.656759809430715130e-21
3.130100000000000000e+04,-1.308288053646161068e+24
3.130200000000000000e+04,-7.235652343750000000e+03
3.130300000000000000e+04,2.927345865710861972e-17
3.130400000000000000e+04,2.726924858693297185e+28
3.130500000000000000e+04,-7.428256333649550990e-23
3.130600000000000000e+04,-1.489653606117378788e+34
3.130700000000000000e+04,2.439239465703951733e-20
3.130800000000000000e+04,8.107344619929790497e-03
3.130900000000000000e+04,-2.694694032195817432e-37
3.131000000000000000e+04,1.003058137072101843e+37
3.131100000000000000e+04,-3.057383951960118262e-17
3.131200000000000000e+04,3.578158886154964179e-34
3.131300000000000000e+04,-4.348548619022918139e+34
3.131400000000000000e+04,-1.849912109375000000e+03
3.131500000000000000e+04,-3.830768378065840807e-07
3.131600000000000000e+04,-8.581282318303844192e-15
3.131700000000000000e+04,3.387770950794219971e-01
3.131800000000000000e+04,-1.705656027435887493e+20
3.131900000000000000e+04,-1.964253597648803594e+20
3.132000000000000000e+04,2.146706751268889395e-19
3.132100000000000000e+04,1.040727005004882812e+02
3.132200000000000000e+04,-5.990066082040002016e-12
3.132300000000000000e+04,2.726303288443816800e-26
3.132400000000000000e+04,8.195205720571250042e-33
3.132500000000000000e+04,-3.486601639632981149e+32
3.132600000000000000e+04,-3.064347401959821582e-05
3.132700000000000000e+04,1.118803828125000000e+05
3.132800000000000000e+04,-9.573386705214985950e-34
3.132900000000000000e+04,6.433197200000000000e+07
3.133000000000000000e+04,-1.418008274264508549e-22
3.133100000000000000e+04,-7.263402343750000000e+03
3.133200000000000000e+04,-7.215022407506369236e+23
3.133300000000000000e+04,7.146840492458159111e-21
3.133400000000000000e+04,-5.185097550109081600e+16
3.133500000000000000e+04,1.369814189354851373e+27
3.133600000000000000e+04,3.446666240692138672e+00
3.133700000000000000e+04,6.506287072690145057e-14
3.133800000000000000e+04,-8.698630552303330918e+19
3.133900000000000000e+04,3.224496657105841488e+32
3.134000000000000000e+04,-1.041064699941920493e+24
3.134100000000000000e+04,-5.302005362528561250e-12
3.134200000000000000e+04,8.285455805889796466e-07
3.134300000000000000e+04,1.040002169969107361e-31
3.134400000000000000e+04,-4.604545898437500000e+02
3.134500000000000000e+04,-6.919981664537682165e+36
3.134600000000000000e+04,-5.024116180834186078e+30
3.134700000000000000e+04,-9.903001600000000000e+10
3.134800000000000000e+04,-2.223187530458888929e+20
3.134900000000000000e+04,9.260700930061038783e-13
3.135000000000000000e+04,2.680806155479464181e-37
3.135100000000000000e+04,-7.272257789736613631e-06
3.135200000000000000e+04,6.417635200000000000e+07
3.135300000000000000e+04,-1.698651804305827398e+32
3.135400000000000000e+04,8.868634679213830333e-32
3.135500000000000000e+04,-4.905153961115502083e-32
3.135600000000000000e+04,3.289939967881637866e-25
3.135700000000000000e+04,-1.654737485623906533e+21
3.135800000000000000e+04,-4.944891492106287312e-18
3.135900000000000000e+04,-1.302604470402002335e-02
3.136000000000000000e+04,1.489889218750000000e+05
3.136100000000000000e+04,6.693611651435371678e-30
3.136200000000000000e+04,-7.155863386287819594e-07
3.136300000000000000e+04,-2.706108449270158897e-26
3.136400000000000000e+04,-3.114157091271475200e+16
3.136500000000000000e+04,2.888521179556846619e-02
3.136600000000000000e+04,-3.483851448241310731e+29
3.136700000000000000e+04,-1.052192524075508118e-01
3.136800000000000000e+04,-1.387225145501726802e+20
3.136900000000000000e+04,1.616029785156250000e+04
3.137000000000000000e+04,5.035868487680000000e+11
3.137100000000000000e+04,1.468596206383923200e+16
3.137200000000000000e+04,-1.971203615819116717e+34
3.137300000000000000e+04,-1.859623566247137205e-15
3.137400000000000000e+04,-6.344898560000000000e+08
3.137500000000000000e+04,3.217703169320550400e+16
3.137600000000000000e+04,7.046608540255571734e+28
3.137700000000000000e+04,-2.664885741682688000e+15
3.137800000000000000e+04,-5.705921280000000000e+08
3.137900000000000000e+04,-2.560576902032648354e+28
3.138000000000000000e+04,-8.686677780897749529e-15
3.138100000000000000e+04,4.381002000000000000e+07
3.138200000000000000e+04,3.671902031770948419e+27
3.138300000000000000e+04,4.452913785879468174e+37
3.138400000000000000e+04,1.871886424217785628e-28
3.138500000000000000e+04,-3.629307929307717145e-25
3.138600000000000000e+04,2.005835770476724188e+25
3.138700000000000000e+04,1.255714640000000000e+08
3.138800000000000000e+04,5.177433600000000000e+09
3.138900000000000000e+04,7.071151151103693567e+28
3.139000000000000000e+04,-7.465342262525801197e-23
3.139100000000000000e+04,-4.352445102995261550e-06
3.139200000000000000e+04,5.217710087534731592e+20
3.139300000000000000e+04,-1.996755599975585938e-06
3.139400000000000000e+04,-5.672509360010735691e-07
3.139500000000000000e+04,7.621689235293160891e-08
3.139600000000000000e+04,2.792886193100783946e+33
3.139700000000000000e+04,-5.662072739865630977e-28
3.139800000000000000e+04,1.542966960148097649e-27
3.139900000000000000e+04,2.085195680150720314e+32
3.140000000000000000e+04,4.918134516719400995e-14
3.140100000000000000e+04,-4.013746241365874080e-27
3.140200000000000000e+04,4.624354839324951172e+00
3.140300000000000000e+04,-1.731909407532901694e-24
3.140400000000000000e+04,-1.400092108661848790e-19
3.140500000000000000e+04,-4.732467034480693026e+27
3.140600000000000000e+04,-3.740414567426279001e+26
3.140700000000000000e+04,1.378288526097396007e+21
3.140800000000000000e+04,-7.104873267200000000e+10
3.140900000000000000e+04,2.087894232586856589e+22
3.141000000000000000e+04,1.224465086124837399e-03
3.141100000000000000e+04,2.126771616822275938e-16
3.141200000000000000e+04,-3.437399397096873692e+36
3.141300000000000000e+04,-1.612966328424310027e-33
3.141400000000000000e+04,-1.357543833600000000e+10
3.141500000000000000e+04,2.215947006334317848e-06
3.141600000000000000e+04,-7.806061384910343025e-23
3.141700000000000000e+04,1.518371254205703735e-01
3.141800000000000000e+04,-9.032878000000000000e+06
3.141900000000000000e+04,1.140483130556407434e-24
3.142000000000000000e+04,6.567843851058820884e-22
3.142100000000000000e+04,-3.173518000000000000e+06
3.142200000000000000e+04,7.585992514910289920e+18
3.142300000000000000e+04,-2.093750000000000000e+00
3.142400000000000000e+04,-9.784437444960704233e-24
3.142500000000000000e+04,-8.414876381965224881e+36
3.142600000000000000e+04,6.291703312456885711e+30
3.142700000000000000e+04,2.111490216011522301e-16
3.142800000000000000e+04,-3.077667673318199826e+29
3.142900000000000000e+04,-1.593288727713546240e+17
3.143000000000000000e+04,-6.240752991288900375e-03
3.143100000000000000e+04,7.916163921356201172e+00
3.143200000000000000e+04,2.275201715917773981e-08
3.143300000000000000e+04,-3.937906075254663152e-37
3.143400000000000000e+04,-1.097307326864634675e+19
3.143500000000000000e+04,-4.353698067713893794e-26
3.143600000000000000e+04,2.359808022252608752e+23
3.143700000000000000e+04,2.180091632238521616e-36
3.143800000000000000e+04,-1.023952400000000000e+08
3.143900000000000000e+04,-2.625893990400000000e+11
3.144000000000000000e+04,2.440812455901907869e+34
3.144100000000000000e+04,5.147805105973053568e-37
3.144200000000000000e+04,1.196963263952084108e-22
3.144300000000000000e+04,3.456000000000000000e+04
3.144400000000000000e+04,7.558254022654864457e-11
3.144500000000000000e+04,-3.926251500000000000e+06
3.144600000000000000e+04,-3.226391780786176000e+15
3.144700000000000000e+04,-1.166590468670847258e-08
3.144800000000000000e+04,4.106634088172819987e+26
3.144900000000000000e+04,-6.413623657226562500e+02
3.145000000000000000e+04,-2.043207375000000000e+06
3.145100000000000000e+04,2.458622204071090920e+34
3.145200000000000000e+04,5.831324100494384766e+00
3.145300000000000000e+04,6.528199425918997543e+26
3.145400000000000000e+04,-6.060323374347845632e+18
3.145500000000000000e+04,9.519857600000000000e+07
3.145600000000000000e+04,1.496188028828671791e-36
3.145700000000000000e+04,5.185551449305563533e-28
3.145800000000000000e+04,3.443049743880552448e+18
3.145900000000000000e+04,-4.601310418073430974e-31
3.146000000000000000e+04,1.823194579020204128e+23
3.146100000000000000e+04,-2.032700177427500965e-23
3.146200000000000000e+04,3.013239795787421387e+23
3.146300000000000000e+04,2.662405555120914843e-29
3.146400000000000000e+04,-2.607419502892274733e-31
3.146500000000000000e+04,-7.148988783063243585e-27
3.146600000000000000e+04,-1.479422443520000000e+11
3.146700000000000000e+04,1.736172078499464977e-12
3.146800000000000000e+04,2.773613168856664593e+32
3.146900000000000000e+04,-1.859568193873784026e-10
3.147000000000000000e+04,7.979304536742507315e+19
3.147100000000000000e+04,-1.420586609011046729e-37
3.147200000000000000e+04,-1.484805828720566735e-24
3.147300000000000000e+04,-4.348548619022918139e+34
3.147400000000000000e+04,-8.445025782748480361e+31
3.147500000000000000e+04,7.206003793669424340e-09
3.147600000000000000e+04,3.221718931639293206e-16
3.147700000000000000e+04,3.562972359522493778e-16
3.147800000000000000e+04,2.249503028295407603e-09
3.147900000000000000e+04,7.790773639220394322e-22
3.148000000000000000e+04,-1.123988818167618668e-23
3.148100000000000000e+04,-2.075956552700775332e-38
3.148200000000000000e+04,1.543177560587516394e-27
3.148300000000000000e+04,5.400000000000000000e+02
3.148400000000000000e+04,-1.046088866232613122e-16
3.148500000000000000e+04,3.548067551206717897e-27
3.148600000000000000e+04,-6.895718444876559959e-37
3.148700000000000000e+04,-3.444906685565542779e+24
3.148800000000000000e+04,8.685883956527362670e-11
3.148900000000000000e+04,9.314329784084588598e+35
3.149000000000000000e+04,2.334801087472599040e+17
3.149100000000000000e+04,-2.572871786131600468e-20
3.149200000000000000e+04,-4.045358560706560000e+15
3.149300000000000000e+04,-6.635358610569638273e+29
3.149400000000000000e+04,-3.617983566073235124e-07
3.149500000000000000e+04,-8.175846557029225114e-17
3.149600000000000000e+04,-1.553312215616793684e+30
3.149700000000000000e+04,2.488600407650433546e+34
3.149800000000000000e+04,1.643037188947968000e+15
3.149900000000000000e+04,-5.855571611562030720e+29
3.150000000000000000e+04,-3.317981983539200000e+13
3.150100000000000000e+04,-1.098923087120056152e-01
3.150200000000000000e+04,-2.239865949377417564e-03
3.150300000000000000e+04,-2.195456000000000000e+06
3.150400000000000000e+04,-1.956648960000000000e+09
3.150500000000000000e+04,1.080195678208000000e+12
3.150600000000000000e+04,4.173091559178240000e+14
3.150700000000000000e+04,-4.035174942016601562e+01
3.150800000000000000e+04,3.498269159657710195e-24
3.150900000000000000e+04,1.129817702400000000e+12
3.151000000000000000e+04,-9.472192397829786829e+20
3.151100000000000000e+04,1.709919633578606072e+35
3.151200000000000000e+04,2.601604072445438853e+20
3.151300000000000000e+04,-9.208409882624000000e+12
3.151400000000000000e+04,1.730890430984288741e-11
3.151500000000000000e+04,-9.845912320000000000e+08
3.151600000000000000e+04,-1.089893988040704000e+15
3.151700000000000000e+04,-1.076347195508482735e-13
3.151800000000000000e+04,-2.817904214384366960e-26
3.151900000000000000e+04,2.377503051320672967e-06
3.152000000000000000e+04,7.485403293294381857e-33
3.152100000000000000e+04,4.043335348365860430e-18
3.152200000000000000e+04,3.166867420077323914e-03
3.152300000000000000e+04,1.739419447609167256e+35
3.152400000000000000e+04,-1.240859329799196575e-28
3.152500000000000000e+04,4.151737666688859463e-04
3.152600000000000000e+04,-5.732121294851879049e-24
3.152700000000000000e+04,-9.005569363346333986e+37
3.152800000000000000e+04,9.632578761012978584e+31
3.152900000000000000e+04,2.360884609677439434e+34
3.153000000000000000e+04,1.873929793574010880e+17
3.153100000000000000e+04,-4.387679764480000000e+11
3.153200000000000000e+04,-4.020537440044318720e+17
3.153300000000000000e+04,-1.651677520306493468e-30
3.153400000000000000e+04,-3.283207004042035200e+16
3.153500000000000000e+04,-2.461424082866869867e-05
3.153600000000000000e+04,-9.209939832999225473e-08
3.153700000000000000e+04,-1.868840776575453333e-10
3.153800000000000000e+04,1.260320286072631953e+23
3.153900000000000000e+04,3.483263359464243200e+16
3.154000000000000000e+04,3.704418550203167002e-15
3.154100000000000000e+04,-9.248640000000000000e+08
3.154200000000000000e+04,1.386203099965685760e+17
3.154300000000000000e+04,4.246629510764568495e+31
3.154400000000000000e+04,-3.788787859837494665e-13
3.154500000000000000e+04,-1.298142354703646720e+17
3.154600000000000000e+04,-4.495980647334363312e-06
3.154700000000000000e+04,-5.758200350101479227e+34
3.154800000000000000e+04,1.383781339706163200e+16
3.154900000000000000e+04,-5.953458754627549698e-13
3.155000000000000000e+04,-1.522537439872239365e+27
3.155100000000000000e+04,-3.756537500000000000e+05
3.155200000000000000e+04,6.485723953014873930e+25
3.155300000000000000e+04,-2.642684032490389548e-29
3.155400000000000000e+04,-4.713259947261572158e-14
3.155500000000000000e+04,9.045548561524506949e+31
3.155600000000000000e+04,2.384285460752379426e-32
3.155700000000000000e+04,-3.309457775288282325e-33
3.155800000000000000e+04,-5.143607071136042661e+22
3.155900000000000000e+04,nan
3.156000000000000000e+04,-3.276584251599889082e+35
3.156100000000000000e+04,5.250675855635331527e-23
3.156200000000000000e+04,-2.406815491319398400e+16
3.156300000000000000e+04,2.044677734375000000e-03
3.156400000000000000e+04,-4.414489607196259158e-12
3.156500000000000000e+04,2.004053750000000000e+06
3.156600000000000000e+04,1.482633345257114867e-30
3.156700000000000000e+04,4.172553442527328568e+29
3.156800000000000000e+04,-5.624946180196039626e-32
3.156900000000000000e+04,8.835606646587883347e-38
3.157000000000000000e+04,-6.244182917120000000e+11
3.157100000000000000e+04,5.638886724686420378e+20
3.157200000000000000e+04,1.345569091796875000e+03
3.157300000000000000e+04,-6.300649720407461043e-36
3.157400000000000000e+04,1.056448974609375000e+02
3.157500000000000000e+04,-6.037987532336847487e+26
3.157600000000000000e+04,3.064660704694688320e-04
3.157700000000000000e+04,2.509856522083282471e-01
3.157800000000000000e+04,2.054666988814336000e+15
3.157900000000000000e+04,-6.978311157226562500e+02
3.158000000000000000e+04,1.304509951008797278e-20
3.158100000000000000e+04,4.786903991594896830e+33
3.158200000000000000e+04,-2.902849851520251331e+20
3.158300000000000000e+04,-1.082443379708063559e-25
3.158400000000000000e+04,6.610966796875000000e+02
3.158500000000000000e+04,-1.520406484603881836e+00
3.158600000000000000e+04,-3.558930400000000000e+07
3.158700000000000000e+04,-4.176757474848937981e-22
3.158800000000000000e+04,-4.125963767204873573e+27
3.158900000000000000e+04,4.556795218935150160e-10
3.159000000000000000e+04,-4.688307300055663436e+27
3.159100000000000000e+04,-2.206079103734505302e-25
3.159200000000000000e+04,6.689155000000000000e+05
3.159300000000000000e+04,1.781165514351787270e+38
3.159400000000000000e+04,-2.342663574218750000e+02
3.159500000000000000e+04,1.089356038144000000e+12
3.159600000000000000e+04,6.772522460937500000e+03
3.159700000000000000e+04,2.825969060682045015e-21
3.159800000000000000e+04,-3.559156858123913025e-10
3.159900000000000000e+04,1.159566049720340266e-31
3.160000000000000000e+04,-5.489181500000000000e+06
3.160100000000000000e+04,-2.494185347070179043e+22
3.160200000000000000e+04,-1.394049318020710400e+16
3.160300000000000000e+04,4.540096597283049817e-19
3.160400000000000000e+04,1.100891822147787025e-09
3.160500000000000000e+04,2.095748908074145100e-14
3.160600000000000000e+04,1.137521814718017786e-20
3.160700000000000000e+04,-6.240155614456455169e-10
3.160800000000000000e+04,-2.004822956220074675e-29
3.160900000000000000e+04,-1.242277570316232029e-30
3.161000000000000000e+04,-7.168113868800000000e+10
3.161100000000000000e+04,nan
3.161200000000000000e+04,1.124745320961412301e-32
3.161300000000000000e+04,1.057073612996155819e-28
3.161400000000000000e+04,-1.478650433358788689e-27
3.161500000000000000e+04,4.648114560000000000e+08
3.161600000000000000e+04,-2.128153344971137094e+29
3.161700000000000000e+04,1.135002232343252249e-15
3.161800000000000000e+04,1.444837531695794094e+20
3.161900000000000000e+04,1.873906147733160409e+37
3.162000000000000000e+04,3.633888845797628164e-04
3.162100000000000000e+04,1.116323440763336270e+38
3.162200000000000000e+04,-2.082629732076273714e+28
3.162300000000000000e+04,1.859623566247137205e-15
3.162400000000000000e+04,1.139293532920776636e-33
3.162500000000000000e+04,-6.850463252217053878e-11
3.162600000000000000e+04,5.865696016578346359e-28
3.162700000000000000e+04,-7.029875562722067600e+37
3.162800000000000000e+04,-5.915487972513675513e-37
3.162900000000000000e+04,-3.809967166941847757e-16
3.163000000000000000e+04,3.665967872000000000e+09
3.163100000000000000e+04,-4.408337600000000000e+08
3.163200000000000000e+04,1.462735938256896000e+15
3.163300000000000000e+04,2.195456000000000000e+06
3.163400000000000000e+04,-7.313708496093750000e+01
3.163500000000000000e+04,-6.026659318976972063e+20
3.163600000000000000e+04,-4.132767182894703808e-23
3.163700000000000000e+04,6.027391192197016601e+24
3.163800000000000000e+04,-4.893114053427200000e+13
3.163900000000000000e+04,-2.996134295740336807e+24
3.164000000000000000e+04,2.568338800640000000e+12
3.164100000000000000e+04,-2.252628405647939994e+19
3.164200000000000000e+04,5.978136529439031296e+18
3.164300000000000000e+04,-4.419683085984845277e+37
3.164400000000000000e+04,1.091508633600000000e+11
3.164500000000000000e+04,3.020440196402491335e+35
3.164600000000000000e+04,8.511227369308471680e-01
3.164700000000000000e+04,1.977761440000000000e+08
3.164800000000000000e+04,-4.162152844600086610e-09
3.164900000000000000e+04,-1.928916500480000000e+12
3.165000000000000000e+04,2.661935238529219419e-16
3.165100000000000000e+04,1.251152862697694563e-18
3.165200000000000000e+04,4.320763768338653152e-16
3.165300000000000000e+04,-1.767873234393938111e+38
3.165400000000000000e+04,2.822723993600000000e+10
3.165500000000000000e+04,2.780867194884240456e-26
3.165600000000000000e+04,-2.329441596320414780e-32
3.165700000000000000e+04,-1.027627744183690073e-12
3.165800000000000000e+04,-1.877923582647676610e-29
3.165900000000000000e+04,9.963326217912320000e+14
3.166000000000000000e+04,1.495201563405608550e+19
3.166100000000000000e+04,-3.625722731753112586e-28
3.166200000000000000e+04,2.802136000000000000e+07
3.166300000000000000e+04,-4.129193800766233669e-31
3.166400000000000000e+04,-6.992363520000000000e+10
3.166500000000000000e+04,1.314618103922898030e-31
3.166600000000000000e+04,9.797895431518554688e+00
3.166700000000000000e+04,3.808002050504217780e-16
3.166800000000000000e+04,2.086647266914830991e+25
3.166900000000000000e+04,2.292198506024693208e+26
3.167000000000000000e+04,1.851632202148437500e+03
3.167100000000000000e+04,-3.985335933975875378e-05
3.167200000000000000e+04,3.206258307891200000e+13
3.167300000000000000e+04,-3.937906075254663152e-37
3.167400000000000000e+04,8.858088864274821412e+36
3.167500000000000000e+04,1.554605986110523952e+24
3.167600000000000000e+04,-5.412862992372138631e+37
3.167700000000000000e+04,-1.121130108833312988e+00
3.167800000000000000e+04,-1.493156051635742188e+01
3.167900000000000000e+04,-1.874812109049225544e+20
3.168000000000000000e+04,9.906655980550957681e-23
3.168100000000000000e+04,-4.546610323225837568e+18
3.168200000000000000e+04,3.479613276160000000e+11
3.168300000000000000e+04,3.771764687922790400e+16
3.168400000000000000e+04,-4.710869066700904155e-24
3.168500000000000000e+04,3.331663787513386076e-19
3.168600000000000000e+04,-3.929761377419183077e-11
3.168700000000000000e+04,-1.079163309824538850e-36
3.168800000000000000e+04,3.579199941427789870e+32
3.168900000000000000e+04,-2.632536885392396519e-27
3.169000000000000000e+04,1.353965676737331200e+17
3.169100000000000000e+04,8.218914585687983674e+37
3.169200000000000000e+04,-6.366057697777761839e-16
3.169300000000000000e+04,3.862287040432937370e+19
3.169400000000000000e+04,-1.681481080784923459e+34
3.169500000000000000e+04,-2.571948990225791931e-02
3.169600000000000000e+04,-1.646251774157797448e+25
3.169700000000000000e+04,5.666348549314218820e+21
3.169800000000000000e+04,-6.814849330112338066e-04
3.169900000000000000e+04,-4.593773925781250000e+03
3.170000000000000000e+04,-3.740384376817893702e+32
3.170100000000000000e+04,-6.653780709055395586e+25
3.170200000000000000e+04,-2.855460937500000000e+04
3.170300000000000000e+04,-6.794607217223309592e+32
3.170400000000000000e+04,2.922638246070452224e+18
3.170500000000000000e+04,-6.076458692550659180e-01
3.170600000000000000e+04,5.043598822038986294e+26
3.170700000000000000e+04,-2.855455312500000000e+05
3.170800000000000000e+04,1.765235699713230133e-02
3.170900000000000000e+04,1.157847790387200000e+13
3.171000000000000000e+04,9.149941008933583901e+27
3.171100000000000000e+04,3.341967791648407552e+18
3.171200000000000000e+04,9.263094169600000000e+12
3.171300000000000000e+04,5.029141902923583984e-07
3.171400000000000000e+04,1.533952602931200000e+13
3.171500000000000000e+04,1.553494939798838459e-06
3.171600000000000000e+04,-1.722090443519664116e-26
3.171700000000000000e+04,-4.750925183160128144e+34
3.171800000000000000e+04,6.330823018611659222e+29
3.171900000000000000e+04,7.719660830693785600e+17
3.172000000000000000e+04,1.783865881965321799e-20
3.172100000000000000e+04,1.971994333099304267e-23
3.172200000000000000e+04,-3.391133694177307285e-33
3.172300000000000000e+04,3.954981929403327866e+22
3.172400000000000000e+04,-4.690042798571880667e-11
3.172500000000000000e+04,8.206972779589705169e-06
3.172600000000000000e+04,1.576998656000000000e+09
3.172700000000000000e+04,3.705683640320000000e+11
3.172800000000000000e+04,1.778164577116280592e-14
3.172900000000000000e+04,-1.791343329280000000e+12
3.173000000000000000e+04,-5.536048544608031377e-36
3.173100000000000000e+04,1.632664780800000000e+10
3.173200000000000000e+04,-3.624740454400000000e+10
3.173300000000000000e+04,-1.057073612996155819e-28
3.173400000000000000e+04,-3.087447500451113031e-19
3.173500000000000000e+04,5.270334960937500000e+03
3.173600000000000000e+04,-1.980923895937913489e-30
3.173700000000000000e+04,-5.979699840000000000e+08
3.173800000000000000e+04,4.495967331763495167e-08
3.173900000000000000e+04,-3.287641196997902336e+18
3.174000000000000000e+04,-6.586202633531713126e+19
3.174100000000000000e+04,3.811417879919058436e-20
3.174200000000000000e+04,1.914064159791450948e-05
3.174300000000000000e+04,-1.012475373927251934e+25
3.174400000000000000e+04,9.150877377340018403e-23
3.174500000000000000e+04,-9.923102270437134109e-12
3.174600000000000000e+04,-1.659430813659013029e-38
3.174700000000000000e+04,-7.798676872084582302e+21
3.174800000000000000e+04,6.485046742273391725e-38
3.174900000000000000e+04,-2.144260750720569967e+21
3.175000000000000000e+04,-1.328739368960000000e+11
3.175100000000000000e+04,-1.007127090058013152e-10
3.175200000000000000e+04,-8.643388930421360888e+28
3.175300000000000000e+04,-7.264154555652879708e-18
3.175400000000000000e+04,-1.730349011423721703e+34
3.175500000000000000e+04,4.120817152000000000e+09
3.175600000000000000e+04,7.026766899050699848e+23
3.175700000000000000e+04,9.445262120086018560e-19
3.175800000000000000e+04,1.164762761618476361e-05
3.175900000000000000e+04,2.571278368620675435e+33
3.176000000000000000e+04,8.009216653395446068e-30
3.176100000000000000e+04,2.741973623964257883e+27
3.176200000000000000e+04,1.177178971101159526e+34
3.176300000000000000e+04,-9.139690405888000000e+12
3.176400000000000000e+04,-9.238178051120753145e+34
3.176500000000000000e+04,-2.102016368751068811e+29
3.176600000000000000e+04,-4.252762404368472669e+37
3.176700000000000000e+04,-2.963310289489607262e+21
3.176800000000000000e+04,1.532792089843750000e+04
3.176900000000000000e+04,-2.158692203844916015e-35
3.177000000000000000e+04,-4.118830694400000000e+10
3.177100000000000000e+04,-6.442855572676153570e-30
3.177200000000000000e+04,-1.663814641617022971e-10
3.177300000000000000e+04,-4.316096763657075466e+34
3.177400000000000000e+04,2.987021047247383446e-28
3.177500000000000000e+04,-3.415396321315711248e-08
3.177600000000000000e+04,3.418265514839900160e+17
3.177700000000000000e+04,2.437582233600000000e+10
3.177800000000000000e+04,1.446622300000000000e+07
3.177900000000000000e+04,1.355302515507200000e+14
3.178000000000000000e+04,2.284942750000000000e+06
3.178100000000000000e+04,-3.181183293789189536e+34
3.178200000000000000e+04,-1.758413360828226155e+22
3.178300000000000000e+04,-5.360000000000000000e+02
3.178400000000000000e+04,4.936075266545485429e-35
3.178500000000000000e+04,-2.481614906982400000e+13
3.178600000000000000e+04,3.316968116602827440e+21
3.178700000000000000e+04,3.921022406271941961e-35
3.178800000000000000e+04,-1.438567473799591135e-28
3.178900000000000000e+04,3.410277664661407471e-01
3.179000000000000000e+04,9.390098155417567205e-14
3.179100000000000000e+04,1.064234501018743175e-20
3.179200000000000000e+04,-2.096299552917480469e+01
